,_wandb,N_init,N_sample_scale,Nt,appex_maxiters,downsample_rate,dt,noise_strength,A_grit_error,A_appex_error
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,8.747771996690593,0.017657499963890502
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,9.01463254721144,0.018413978254009727
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.381974307327405,0.028874811824970134
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,11.738360117774853,0.03347923307613712
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,12.389359940267315,0.03110373872248097
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,10.077776143366325,0.014292847852183373
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,6.912339656089947,0.017027696894343206
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,9.598066831764728,0.017557668435492557
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,6.071107815441693,0.028868317316028878
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.018757291051847,0.02735718732191887
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,8.181632399726293,0.026370935436607127
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,6.7547248999537794,0.02395711395242103
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.491908203730287,0.009766226790741812
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,9.60443067006506,0.026798055819172623
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.864462061806633,0.01083193248288098
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,9.489945683865313,0.019554604417717353
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.215457741408445,0.06252244512335796
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,8.967879861957758,0.042468948242472826
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,10.71755189477904,0.03725501558855498
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.0906727013770405,0.0426915065226879
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,7.3368971566774785,0.02299870382500515
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,18.051090011396347,0.04653414445975404
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,24.203599338676266,0.10256650709704987
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,18.408548737428674,0.08757785890689207
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,17.079000024471345,0.06664824249832374
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,20.90400016476035,0.06543324640476342
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,16.05430557604768,0.06874584336725954
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.65372745892721,0.0791263079839729
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.280587416401204,0.07390876302517939
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,18.171072901161907,0.06616364157349286
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,25.147170605766863,0.0714514353430792
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,20.12002367612117,0.067576831009005
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,27.902275071319227,0.0762042217813412
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,17.772843754501892,0.09113879632756174
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.102083086437784,0.06345122157849178
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.525460575432664,0.05924121592463763
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.288816825567082,0.06674703131646387
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,26.79322155367243,0.07666173214278317
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.83965016162038,0.06451891698888948
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,27.15776919526379,0.10258646370360594
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.865698732056845,0.06247106727523147
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,15.436981345773553,0.04367748965012948
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.372315862936492,0.07381904774230717
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,17.32147435472758,0.05969722841211681
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.485468677820034,0.08313315341267692
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.4951633192111,0.08302510539789971
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.737265918860487,0.08332435323886801
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.51787297055945,0.06886250705671201
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,23.21571381540863,0.05884005827514945
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.382795316795768,0.08217496455133244
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.689937275836634,0.07149573833481515
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,16.20959825469346,0.06404597948123979
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.418375521798644,0.06055989209349274
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,17.48826138790345,0.07633225445112264
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,25.91862405906146,0.05846759442679791
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.4780455296887,0.07589468458000075
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.636388821007525,0.06278615510200171
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.28212174338233,0.0673447931173267
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.21629744311097,0.0699642195430677
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,23.170720531334187,0.10825344513327353
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,17.766056234789392,0.08013151953712744
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,20.190889207375527,0.07544435969500198
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,20.78229334141349,0.06193800646844876
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,15.742488040466803,0.06113557455100778
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,17.831383027448847,0.0818602039415559
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,23.92836268260954,0.06703466497342542
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.71717666527174,0.11167322298753825
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,25.98790201216148,0.08851357445337954
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,19.369692086851387,0.05395119368986603
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.083988852083536,0.06322258115949983
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,18.721987031717223,0.07051038579977213
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,23.019591168370397,0.15697879134613915
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,29.771451456628373,0.15912775026278392
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.951627108101516,0.1667646819020927
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,26.050059382097068,0.15011011580745834
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.32117153021424,0.12896073599707047
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,24.134999440577065,0.14791459715273972
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,23.958646101186176,0.14495634784667863
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,22.55637586381801,0.14522079821491501
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,29.42572965506027,0.17484462439293813
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,30.156070690605258,0.16930859387156044
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,25.95340595120037,0.1510126850929653
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,25.971488966923268,0.17114742329566487
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,29.883815108864194,0.1725887077407794
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,25.844231390881863,0.16251797992392547
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,21.184467637407398,0.12938923456338508
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,29.090253515983086,0.13789685763189705
value,"{'cli_version': '0.19.8', 'm': [], 'python_version': '3.12.2', 't': {'1': [55], '2': [55], '3': [2, 14, 23, 55], '4': '3.12.2', '5': '0.19.8', '8': [5], '12': '0.19.8', '13': 'darwin-arm64'}}",50,5,15000,20,100,0.0001,0.1,31.693755091071495,0.16050569300347883
